split,event_name,event_index,label,total_hits,roi_hits,roi_frac,active_rows,roi_active_rows,x_min,x_max,x_span,y_min,y_max,y_span,max_hits_in_one_row,longest_y_run,roi_longest_y_run,longest_row_run,mean_y,std_y
train,event_00524_label_1.txt,524,1,42,22,0.5238095238095238,1,1,19,19,0,92,144,52,42,20,20,20,120.0952380952381,14.077691781527667
train,event_00525_label_0.txt,525,0,1,1,1.0,1,1,12,12,0,128,128,0,1,1,1,1,128.0,0.0
train,event_00526_label_0.txt,526,0,31,31,1.0,4,4,16,19,3,123,145,22,9,2,2,2,133.96774193548387,7.797782443116562
train,event_00527_label_0.txt,527,0,20,18,0.9,2,2,0,1,1,118,138,20,16,11,9,9,127.95,6.200604809210146
train,event_00528_label_0.txt,528,0,3,3,1.0,1,1,10,10,0,127,129,2,3,3,3,3,128.0,0.816496580927726
train,event_00529_label_0.txt,529,0,17,16,0.9411764705882353,6,5,10,19,9,106,138,32,7,14,14,7,129.41176470588235,7.088174273596267
train,event_00530_label_0.txt,530,0,6,6,1.0,3,3,0,2,2,122,128,6,3,4,4,3,125.16666666666667,2.1147629234082532
train,event_00531_label_1.txt,531,1,14,14,1.0,2,2,5,6,1,123,132,9,10,10,10,10,126.64285714285714,2.8437184624849117
train,event_00532_label_1.txt,532,1,61,12,0.19672131147540983,2,2,0,1,1,78,130,52,43,35,11,18,103.75409836065573,15.24838689421183
train,event_00533_label_0.txt,533,0,16,3,0.1875,10,1,10,19,9,107,152,45,6,5,1,2,117.375,15.057701517828011
train,event_00534_label_1.txt,534,1,23,23,1.0,2,2,5,6,1,121,147,26,20,5,5,5,133.04347826086956,8.06214051234731
train,event_00535_label_0.txt,535,0,32,31,0.96875,9,9,0,8,8,101,146,45,8,13,13,6,134.03125,7.852087202616894
train,event_00536_label_1.txt,536,1,105,52,0.49523809523809526,5,5,13,19,6,122,175,53,38,48,26,19,148.8095238095238,14.004145806626074
train,event_00537_label_0.txt,537,0,16,16,1.0,5,5,15,19,4,121,146,25,4,4,4,4,136.5,6.652067347825035
train,event_00538_label_1.txt,538,1,64,38,0.59375,2,2,0,1,1,125,177,52,32,18,18,15,146.921875,15.25236117735136
train,event_00539_label_1.txt,539,1,6,6,1.0,1,1,19,19,0,128,140,12,6,3,3,3,133.0,4.163331998932265
train,event_00540_label_0.txt,540,0,12,12,1.0,10,10,0,9,9,125,129,4,2,5,5,2,126.83333333333333,1.2133516482134197
train,event_00541_label_0.txt,541,0,21,21,1.0,10,10,10,19,9,124,141,17,3,18,18,3,132.38095238095238,4.903605966421334
train,event_00542_label_1.txt,542,1,62,33,0.532258064516129,4,4,10,19,9,95,146,51,33,27,14,6,121.0,13.45602155650147
train,event_00543_label_0.txt,543,0,54,33,0.6111111111111112,7,6,0,6,6,100,142,42,18,28,23,8,121.9074074074074,11.447575383781167
train,event_00544_label_1.txt,544,1,25,20,0.8,2,2,17,19,2,119,169,50,13,11,10,11,135.04,13.32510412717289
train,event_00545_label_1.txt,545,1,35,25,0.7142857142857143,3,2,2,4,2,115,168,53,22,10,10,7,133.68571428571428,14.84543494733348
train,event_00546_label_1.txt,546,1,59,41,0.6949152542372882,3,3,15,18,3,113,161,48,37,25,18,13,134.67796610169492,13.60513447191357
train,event_00547_label_0.txt,547,0,10,10,1.0,5,5,0,4,4,124,129,5,3,6,6,3,126.9,1.57797338380595
train,event_00548_label_0.txt,548,0,9,9,1.0,5,5,0,9,9,128,145,17,4,5,5,2,136.22222222222223,5.452375176171243
train,event_00549_label_1.txt,549,1,28,23,0.8214285714285714,2,2,2,3,1,114,138,24,19,13,13,4,126.85714285714286,6.685347975312909
train,event_00550_label_0.txt,550,0,46,26,0.5652173913043478,10,7,0,9,9,97,149,52,8,9,5,4,123.56521739130434,15.242463817034652
train,event_00551_label_0.txt,551,0,30,30,1.0,6,6,14,19,5,121,139,18,6,3,3,2,130.16666666666666,6.234759195207319
train,event_00552_label_1.txt,552,1,10,8,0.8,1,1,15,15,0,118,128,10,10,7,5,7,122.8,3.249615361854384
train,event_00553_label_0.txt,553,0,14,14,1.0,10,10,0,9,9,124,129,5,2,6,6,2,126.5,1.679710859472121
train,event_00554_label_1.txt,554,1,55,25,0.45454545454545453,3,2,3,7,4,128,177,49,30,9,5,5,152.4181818181818,15.293124907012551
train,event_00555_label_0.txt,555,0,17,17,1.0,5,5,0,4,4,128,148,20,5,7,7,2,139.1764705882353,6.7756943999914965
train,event_00556_label_1.txt,556,1,24,24,1.0,1,1,19,19,0,124,148,24,24,16,16,16,135.83333333333334,7.312470322826768
train,event_00557_label_1.txt,557,1,24,23,0.9583333333333334,2,2,0,4,4,119,148,29,23,12,12,12,132.33333333333334,8.634555897992412
train,event_00558_label_1.txt,558,1,9,9,1.0,1,1,17,17,0,120,131,11,9,5,5,5,125.66666666666667,3.3333333333333335
train,event_00559_label_1.txt,559,1,19,19,1.0,1,1,7,7,0,122,147,25,19,4,4,4,133.94736842105263,7.612134939552118
train,event_00560_label_0.txt,560,0,21,16,0.7619047619047619,7,5,13,19,6,115,134,19,5,14,14,5,124.76190476190476,5.571225067508444
train,event_00561_label_0.txt,561,0,34,28,0.8235294117647058,9,6,11,19,8,124,156,32,9,25,24,9,140.47058823529412,9.32812096997299
train,event_00562_label_0.txt,562,0,27,16,0.5925925925925926,4,3,0,3,3,108,134,26,8,20,11,6,120.62962962962963,6.86994607854276
train,event_00563_label_1.txt,563,1,35,10,0.2857142857142857,3,2,17,19,2,82,129,47,23,7,7,5,105.45714285714286,14.946271120522445
train,event_00564_label_1.txt,564,1,26,23,0.8846153846153846,1,1,0,0,0,117,149,32,26,17,14,17,131.3846153846154,9.977192926781804
train,event_00565_label_0.txt,565,0,40,18,0.45,10,8,10,19,9,126,165,39,7,14,14,6,147.65,13.31268192363958
train,event_00566_label_0.txt,566,0,9,9,1.0,2,2,0,1,1,125,132,7,6,8,8,6,128.66666666666666,2.211083193570267
train,event_00567_label_1.txt,567,1,4,4,1.0,1,1,0,0,0,128,140,12,4,2,2,2,133.25,4.322904116447646
train,event_00568_label_1.txt,568,1,17,16,0.9411764705882353,1,1,18,18,0,119,135,16,17,17,16,17,127.0,4.898979485566356
train,event_00569_label_0.txt,569,0,12,12,1.0,9,9,10,19,9,128,136,8,2,9,9,2,132.33333333333334,2.778888666755511
train,event_00570_label_1.txt,570,1,8,8,1.0,2,2,4,5,1,121,128,7,7,4,4,4,125.0,2.5495097567963922
train,event_00571_label_1.txt,571,1,69,50,0.7246376811594203,3,3,2,8,6,101,150,49,42,50,31,42,128.59420289855072,13.639583104449343
train,event_00572_label_0.txt,572,0,21,16,0.7619047619047619,8,6,12,19,7,115,134,19,3,10,9,3,124.23809523809524,5.545523822608661
train,event_00573_label_1.txt,573,1,27,25,0.9259259259259259,1,1,19,19,0,118,146,28,27,18,16,18,131.40740740740742,8.30108988497677
train,event_00574_label_0.txt,574,0,20,20,1.0,1,1,19,19,0,125,144,19,20,20,20,20,134.5,5.766281297335398
train,event_00575_label_1.txt,575,1,75,43,0.5733333333333334,4,4,1,6,5,86,138,52,36,23,19,17,118.26666666666667,15.441358604590322
train,event_00576_label_1.txt,576,1,61,34,0.5573770491803278,3,2,0,6,6,89,140,51,31,15,15,13,118.39344262295081,16.28866516134797
train,event_00577_label_1.txt,577,1,11,6,0.5454545454545454,1,1,19,19,0,113,140,27,11,3,1,3,124.0,8.190904046007931
train,event_00578_label_1.txt,578,1,43,10,0.23255813953488372,1,1,0,0,0,81,130,49,43,10,10,10,106.46511627906976,14.43082752741554
train,event_00579_label_1.txt,579,1,11,11,1.0,1,1,4,4,0,122,133,11,11,10,10,10,127.0909090909091,3.3153786416019035
train,event_00580_label_1.txt,580,1,87,22,0.25287356321839083,2,2,17,18,1,81,133,52,50,51,14,39,108.13793103448276,14.124383753248736
train,event_00581_label_1.txt,581,1,5,5,1.0,2,2,16,18,2,127,129,2,3,3,3,3,127.8,0.7483314773547882
train,event_00582_label_0.txt,582,0,27,26,0.9629629629629629,10,9,0,9,9,119,137,18,4,19,18,3,127.85185185185185,5.08959507742278
train,event_00583_label_0.txt,583,0,42,41,0.9761904761904762,7,7,0,6,6,119,145,26,13,15,15,11,131.26190476190476,6.694203333978136
train,event_00584_label_1.txt,584,1,28,18,0.6428571428571429,1,1,19,19,0,110,147,37,28,19,9,19,125.67857142857143,11.029355542073588
train,event_00585_label_0.txt,585,0,46,26,0.5652173913043478,9,8,0,8,8,117,167,50,6,10,10,6,142.3913043478261,14.860917902585035
train,event_00586_label_0.txt,586,0,21,19,0.9047619047619048,4,4,0,3,3,128,153,25,9,6,6,5,140.52380952380952,7.461769531092969
train,event_00587_label_0.txt,587,0,23,23,1.0,4,4,0,3,3,126,145,19,14,14,14,5,133.6086956521739,4.967189131077469
train,event_00588_label_1.txt,588,1,16,12,0.75,1,1,0,0,0,119,171,52,16,3,3,3,137.5625,16.52637569916647
train,event_00589_label_0.txt,589,0,7,7,1.0,5,5,0,4,4,126,135,9,3,6,6,2,129.42857142857142,2.770102775666474
train,event_00590_label_0.txt,590,0,1,1,1.0,1,1,19,19,0,128,128,0,1,1,1,1,128.0,0.0
train,event_00591_label_0.txt,591,0,18,10,0.5555555555555556,6,4,0,7,7,114,140,26,6,7,5,4,122.33333333333333,6.968181653455624
train,event_00592_label_0.txt,592,0,30,22,0.7333333333333333,8,5,12,19,7,110,136,26,9,15,15,9,124.7,7.174724152653304
train,event_00593_label_1.txt,593,1,38,15,0.39473684210526316,3,2,14,18,4,86,138,52,23,6,6,6,112.1842105263158,16.346342361129526
train,event_00594_label_1.txt,594,1,43,15,0.3488372093023256,2,2,2,3,1,101,136,35,27,18,5,8,115.81395348837209,10.26453776517581
train,event_00595_label_1.txt,595,1,9,9,1.0,1,1,1,1,0,121,132,11,9,4,4,4,126.44444444444444,3.370166864022911
train,event_00596_label_0.txt,596,0,19,19,1.0,9,9,11,19,8,127,142,15,3,16,16,3,134.31578947368422,4.496228028247062
train,event_00597_label_1.txt,597,1,31,22,0.7096774193548387,1,1,1,1,0,116,160,44,31,5,4,5,136.6451612903226,12.729311835786532
train,event_00598_label_0.txt,598,0,35,26,0.7428571428571429,10,9,0,9,9,114,140,26,11,16,10,3,125.48571428571428,8.107743841789874
train,event_00599_label_1.txt,599,1,2,2,1.0,2,2,2,3,1,128,130,2,1,1,1,1,129.0,1.0
train,event_00600_label_1.txt,600,1,68,48,0.7058823529411765,3,3,16,19,3,121,172,51,42,45,30,26,143.4264705882353,13.589914271112741
train,event_00601_label_1.txt,601,1,26,18,0.6923076923076923,1,1,2,2,0,112,139,27,26,12,11,12,125.15384615384616,8.113105768267822
train,event_00602_label_1.txt,602,1,29,25,0.8620689655172413,1,1,13,13,0,117,152,35,29,7,7,7,133.58620689655172,10.479922483851617
train,event_00603_label_0.txt,603,0,1,1,1.0,1,1,0,0,0,128,128,0,1,1,1,1,128.0,0.0
train,event_00604_label_1.txt,604,1,69,54,0.782608695652174,3,3,0,2,2,99,148,49,25,23,23,23,129.53623188405797,12.15787418268021
train,event_00605_label_0.txt,605,0,36,36,1.0,10,10,0,9,9,126,150,24,5,25,25,5,139.11111111111111,6.9672957362626144
train,event_00606_label_1.txt,606,1,42,26,0.6190476190476191,2,2,0,1,1,125,174,49,41,14,14,14,146.71428571428572,14.228217628035786
train,event_00607_label_0.txt,607,0,40,24,0.6,5,5,0,4,4,122,173,51,12,9,9,5,145.5,14.984992492490612
train,event_00608_label_0.txt,608,0,38,21,0.5526315789473685,6,5,14,19,5,107,134,27,17,17,5,8,120.60526315789474,7.4003537386441
train,event_00609_label_0.txt,609,0,34,30,0.8823529411764706,10,9,10,19,9,117,142,25,5,15,15,5,129.2941176470588,6.8278383960540365
train,event_00610_label_0.txt,610,0,46,28,0.6086956521739131,10,5,0,9,9,108,160,52,11,9,9,6,134.67391304347825,15.201622264439392
train,event_00611_label_1.txt,611,1,59,21,0.3559322033898305,3,2,16,18,2,86,138,52,40,43,17,16,111.91525423728814,14.822438482330837
train,event_00612_label_0.txt,612,0,21,21,1.0,8,8,0,7,7,123,147,24,4,5,5,4,135.42857142857142,7.575470619178772
train,event_00613_label_1.txt,613,1,21,21,1.0,2,2,18,19,1,125,145,20,14,8,8,8,134.71428571428572,6.13454587245254
train,event_00614_label_1.txt,614,1,72,44,0.6111111111111112,4,4,15,19,4,101,139,38,31,31,20,20,122.06944444444444,9.615274868794398
train,event_00615_label_0.txt,615,0,56,50,0.8928571428571429,10,10,10,19,9,95,147,52,16,9,9,4,131.35714285714286,13.496598210856916
train,event_00616_label_0.txt,616,0,69,31,0.4492753623188406,4,4,16,19,3,91,133,42,21,12,7,8,116.0,12.190516627779722
train,event_00617_label_1.txt,617,1,47,19,0.40425531914893614,2,2,2,3,1,98,133,35,24,36,14,23,116.08510638297872,9.450497650375164
train,event_00618_label_1.txt,618,1,18,17,0.9444444444444444,2,2,14,15,1,119,132,13,11,14,13,5,125.55555555555556,3.624334762288909
train,event_00619_label_1.txt,619,1,32,23,0.71875,1,1,0,0,0,107,146,39,32,19,19,19,128.1875,12.156370500688107
train,event_00620_label_0.txt,620,0,17,14,0.8235294117647058,4,4,16,19,3,117,140,23,6,3,3,2,129.35294117647058,7.992210740837078
train,event_00621_label_1.txt,621,1,10,6,0.6,1,1,0,0,0,127,175,48,10,3,3,3,148.5,18.24965753103329
train,event_00622_label_0.txt,622,0,30,28,0.9333333333333333,5,5,15,19,4,118,143,25,9,9,9,3,130.2,6.685307272918227
train,event_00623_label_0.txt,623,0,61,36,0.5901639344262295,9,6,0,8,8,110,161,51,10,15,9,9,138.54098360655738,14.513502780753665
train,event_00624_label_0.txt,624,0,18,14,0.7777777777777778,6,6,14,19,5,127,153,26,7,6,6,4,135.61111111111111,9.900274344621236
train,event_00625_label_0.txt,625,0,33,22,0.6666666666666666,10,10,0,9,9,113,140,27,8,5,5,3,126.3030303030303,9.09373693391909
train,event_00626_label_1.txt,626,1,49,32,0.6530612244897959,2,2,16,17,1,108,160,52,33,15,15,13,133.55102040816325,14.52522257301078
train,event_00627_label_1.txt,627,1,6,6,1.0,1,1,19,19,0,124,129,5,6,6,6,6,126.5,1.707825127659933
train,event_00628_label_0.txt,628,0,19,19,1.0,6,6,14,19,5,122,134,12,6,13,13,4,128.0,3.5093859111936108
train,event_00629_label_1.txt,629,1,19,16,0.8421052631578947,1,1,0,0,0,108,141,33,19,5,5,5,128.6315789473684,9.680205121335794
train,event_00630_label_1.txt,630,1,10,7,0.7,1,1,0,0,0,125,153,28,10,6,3,6,142.8,10.961751684835777
train,event_00631_label_0.txt,631,0,41,29,0.7073170731707317,10,8,0,9,9,116,160,44,9,21,17,5,137.21951219512195,13.18260530733116
train,event_00632_label_0.txt,632,0,1,1,1.0,1,1,0,0,0,128,128,0,1,1,1,1,128.0,0.0
train,event_00633_label_0.txt,633,0,41,12,0.2926829268292683,8,1,0,7,7,85,133,48,22,11,5,7,109.4390243902439,13.693596118549053
train,event_00634_label_0.txt,634,0,27,27,1.0,7,7,0,6,6,124,147,23,7,9,9,4,132.96296296296296,6.866351025547388
train,event_00635_label_1.txt,635,1,1,1,1.0,1,1,19,19,0,128,128,0,1,1,1,1,128.0,0.0
train,event_00636_label_0.txt,636,0,35,19,0.5428571428571428,6,6,14,19,5,103,134,31,13,12,12,5,120.2,9.66229786334493
train,event_00637_label_1.txt,637,1,27,23,0.8518518518518519,2,2,15,16,1,116,137,21,16,14,14,6,127.4074074074074,5.813517194208042
train,event_00638_label_0.txt,638,0,8,8,1.0,3,3,0,9,9,126,146,20,5,3,3,3,134.375,7.8888766627448295
train,event_00639_label_1.txt,639,1,21,17,0.8095238095238095,3,1,10,19,9,122,174,52,17,17,17,17,138.0,17.085220569391602
train,event_00640_label_0.txt,640,0,1,1,1.0,1,1,0,0,0,128,128,0,1,1,1,1,128.0,0.0
train,event_00641_label_1.txt,641,1,51,14,0.27450980392156865,1,1,8,8,0,83,133,50,51,51,14,51,108.0,14.719601443879744
train,event_00642_label_0.txt,642,0,6,6,1.0,1,1,19,19,0,127,146,19,6,3,3,3,136.5,8.539125638299666
train,event_00643_label_0.txt,643,0,58,45,0.7758620689655172,9,9,0,8,8,107,148,41,13,22,16,10,128.6551724137931,11.025912620196323
train,event_00644_label_1.txt,644,1,21,4,0.19047619047619047,3,1,1,3,2,126,178,52,10,4,4,4,160.61904761904762,16.847993212351632
train,event_00645_label_1.txt,645,1,1,1,1.0,1,1,18,18,0,128,128,0,1,1,1,1,128.0,0.0
train,event_00646_label_0.txt,646,0,64,34,0.53125,9,8,11,19,8,113,137,24,11,8,5,4,122.9375,7.245418811221336
train,event_00647_label_1.txt,647,1,49,31,0.6326530612244898,3,3,14,16,2,108,145,37,35,38,26,14,125.3061224489796,10.429949188113953
train,event_00648_label_1.txt,648,1,44,24,0.5454545454545454,2,1,2,6,4,112,164,52,38,38,24,38,141.27272727272728,14.745359264348588
train,event_00649_label_0.txt,649,0,21,18,0.8571428571428571,2,2,0,1,1,112,134,22,15,8,8,8,126.66666666666667,6.050055752071596
train,event_00650_label_0.txt,650,0,21,20,0.9523809523809523,9,9,0,8,8,119,136,17,3,9,9,3,127.42857142857143,4.904530738889041
train,event_00651_label_1.txt,651,1,28,21,0.75,2,2,15,16,1,113,133,20,21,21,14,21,124.14285714285714,5.847553125113136
train,event_00652_label_0.txt,652,0,28,25,0.8928571428571429,7,7,10,19,9,120,153,33,9,7,7,5,134.0,10.852912709762034
train,event_00653_label_0.txt,653,0,14,14,1.0,9,9,11,19,8,128,138,10,2,11,11,2,132.57142857142858,3.0871689692820445
train,event_00654_label_0.txt,654,0,12,10,0.8333333333333334,8,8,12,19,7,128,154,26,3,4,4,2,133.58333333333334,8.967146827292515
train,event_00655_label_0.txt,655,0,22,15,0.6818181818181818,9,7,10,18,8,116,158,42,4,16,12,3,126.5,10.722745577848649
train,event_00656_label_1.txt,656,1,59,32,0.5423728813559322,4,4,15,19,4,99,134,35,27,29,15,16,120.38983050847457,9.572235537825614
train,event_00657_label_0.txt,657,0,25,22,0.88,9,9,0,8,8,116,142,26,6,15,15,3,129.52,7.658302684015564
train,event_00658_label_1.txt,658,1,22,22,1.0,2,2,17,18,1,126,144,18,18,19,19,10,135.04545454545453,5.1476143876846026
train,event_00659_label_0.txt,659,0,17,16,0.9411764705882353,8,7,12,19,7,119,134,15,3,14,14,3,127.05882352941177,4.193420451910968
train,event_00660_label_1.txt,660,1,8,8,1.0,2,2,7,8,1,127,132,5,4,6,6,4,129.0,1.7320508075688772
train,event_00661_label_0.txt,661,0,5,5,1.0,1,1,19,19,0,125,129,4,5,5,5,5,127.0,1.4142135623730951
train,event_00662_label_0.txt,662,0,55,36,0.6545454545454545,8,8,0,7,7,108,156,48,13,11,11,6,132.5090909090909,13.481128530144685
train,event_00663_label_1.txt,663,1,13,13,1.0,2,2,0,1,1,124,133,9,8,10,10,5,128.3846153846154,2.558198330510137
train,event_00664_label_1.txt,664,1,10,10,1.0,1,1,5,5,0,127,136,9,10,10,10,10,131.5,2.8722813232690143
train,event_00665_label_0.txt,665,0,6,6,1.0,2,2,18,19,1,127,132,5,4,6,6,4,129.5,1.707825127659933
train,event_00666_label_0.txt,666,0,6,5,0.8333333333333334,3,2,0,7,7,106,132,26,4,5,5,4,126.0,9.03696114115064
train,event_00667_label_1.txt,667,1,43,15,0.3488372093023256,2,2,15,16,1,91,129,38,27,13,10,6,112.09302325581395,11.790445389714133
train,event_00668_label_0.txt,668,0,85,29,0.3411764705882353,10,6,0,9,9,91,140,49,22,32,12,17,112.6,13.317127406199175
train,event_00669_label_0.txt,669,0,30,18,0.6,9,9,0,8,8,111,129,18,6,9,9,4,120.2,6.579766966491544
train,event_00670_label_0.txt,670,0,52,38,0.7307692307692307,8,8,12,19,7,118,164,46,11,21,19,4,137.69230769230768,13.31213798574366
train,event_00671_label_0.txt,671,0,58,42,0.7241379310344828,9,8,11,19,8,107,155,48,15,21,15,5,128.79310344827587,11.972322421389771
train,event_00672_label_1.txt,672,1,13,7,0.5384615384615384,1,1,0,0,0,108,135,27,13,2,2,2,121.15384615384616,9.08799845820472
train,event_00673_label_0.txt,673,0,1,1,1.0,1,1,0,0,0,128,128,0,1,1,1,1,128.0,0.0
train,event_00674_label_1.txt,674,1,35,11,0.3142857142857143,3,3,0,2,2,90,142,52,33,9,7,9,111.8,13.841552348944516
train,event_00675_label_0.txt,675,0,11,10,0.9090909090909091,1,1,0,0,0,119,131,12,11,4,4,4,125.0909090909091,3.918593102227692
train,event_00676_label_1.txt,676,1,15,11,0.7333333333333333,1,1,19,19,0,114,131,17,15,11,11,11,123.46666666666667,5.0841802573166985
train,event_00677_label_1.txt,677,1,27,22,0.8148148148148148,2,1,3,6,3,123,176,53,22,5,5,5,143.62962962962962,16.3846091922067
train,event_00678_label_0.txt,678,0,31,28,0.9032258064516129,9,9,0,8,8,128,154,26,11,5,5,4,137.41935483870967,8.507204512413287
train,event_00679_label_1.txt,679,1,39,11,0.28205128205128205,1,1,3,3,0,86,132,46,39,10,4,10,108.97435897435898,13.432618507711053
train,event_00680_label_0.txt,680,0,10,10,1.0,3,3,1,3,2,122,135,13,6,4,4,4,128.9,3.8065732621348563
train,event_00681_label_0.txt,681,0,23,19,0.8260869565217391,6,5,0,5,5,115,141,26,7,10,7,4,127.26086956521739,7.361577048103258
train,event_00682_label_0.txt,682,0,15,15,1.0,2,2,0,1,1,127,149,22,12,4,4,3,138.06666666666666,6.865048352989867
train,event_00683_label_1.txt,683,1,5,5,1.0,1,1,18,18,0,128,132,4,5,5,5,5,130.0,1.4142135623730951
train,event_00684_label_1.txt,684,1,12,11,0.9166666666666666,3,3,2,6,4,128,151,23,7,7,6,7,140.25,9.319558287100664
train,event_00685_label_0.txt,685,0,20,18,0.9,5,5,0,4,4,126,152,26,7,4,4,4,139.2,8.078366171448284
train,event_00686_label_1.txt,686,1,47,36,0.7659574468085106,3,2,14,19,5,95,147,52,19,21,21,18,127.8936170212766,15.918989119185035
train,event_00687_label_0.txt,687,0,22,20,0.9090909090909091,6,5,14,19,5,117,144,27,6,4,4,4,131.0909090909091,8.289692893253815
train,event_00688_label_0.txt,688,0,32,17,0.53125,7,7,13,19,6,102,131,29,8,12,12,5,118.8125,8.747990840758808
train,event_00689_label_1.txt,689,1,19,19,1.0,1,1,18,18,0,124,142,18,19,19,19,19,133.0,5.477225575051661
train,event_00690_label_0.txt,690,0,12,12,1.0,10,10,0,9,9,128,131,3,2,4,4,2,129.5,0.9574271077563381
train,event_00691_label_0.txt,691,0,17,17,1.0,3,3,0,2,2,123,140,17,9,9,9,8,131.52941176470588,5.337080575159415
train,event_00692_label_1.txt,692,1,130,85,0.6538461538461539,4,4,16,19,3,98,149,51,40,49,30,16,125.46923076923076,13.965445522397532
train,event_00693_label_0.txt,693,0,16,8,0.5,3,2,17,19,2,107,131,24,9,4,3,4,119.5625,6.8917409810584145
train,event_00694_label_0.txt,694,0,37,28,0.7567567567567568,7,7,13,19,6,108,134,26,7,18,15,5,123.48648648648648,6.788788936385514
train,event_00695_label_0.txt,695,0,6,6,1.0,1,1,19,19,0,124,129,5,6,6,6,6,126.5,1.707825127659933
train,event_00696_label_0.txt,696,0,6,3,0.5,3,2,7,9,2,114,129,15,3,2,2,2,121.33333333333333,7.01585505994973
train,event_00697_label_0.txt,697,0,36,19,0.5277777777777778,6,4,14,19,5,102,151,49,13,16,11,12,123.16666666666667,13.825298871593658
train,event_00698_label_0.txt,698,0,12,4,0.3333333333333333,3,2,17,19,2,119,164,45,6,5,2,4,145.5,17.811513130556875
train,event_00699_label_1.txt,699,1,69,53,0.7681159420289855,2,2,17,18,1,103,150,47,37,36,31,23,129.07246376811594,12.142056317239106
train,event_00700_label_1.txt,700,1,20,14,0.7,2,2,14,19,5,96,138,42,12,12,12,12,123.15,15.64376872751576
train,event_00701_label_0.txt,701,0,69,63,0.9130434782608695,6,6,14,19,5,118,144,26,20,16,16,13,130.7536231884058,7.5515730141771
train,event_00702_label_1.txt,702,1,33,30,0.9090909090909091,2,2,13,14,1,127,152,25,26,26,24,26,138.8181818181818,7.440489334895907
train,event_00703_label_0.txt,703,0,92,79,0.8586956521739131,10,10,0,9,9,105,149,44,21,14,14,8,132.91304347826087,11.419521970800174
train,event_00704_label_1.txt,704,1,30,26,0.8666666666666667,2,2,17,18,1,122,154,32,29,12,12,12,137.16666666666666,9.862668108692608
train,event_00705_label_0.txt,705,0,1,1,1.0,1,1,0,0,0,128,128,0,1,1,1,1,128.0,0.0
train,event_00706_label_1.txt,706,1,43,12,0.27906976744186046,3,2,17,19,2,101,136,35,16,20,11,12,115.3953488372093,10.39037912526221
train,event_00707_label_1.txt,707,1,40,26,0.65,1,1,0,0,0,115,165,50,40,13,13,13,141.075,13.670017373800226
train,event_00708_label_1.txt,708,1,24,24,1.0,2,2,0,1,1,128,149,21,17,14,14,7,137.54166666666666,6.409492742972896
train,event_00709_label_0.txt,709,0,1,1,1.0,1,1,19,19,0,128,128,0,1,1,1,1,128.0,0.0
train,event_00710_label_0.txt,710,0,12,12,1.0,1,1,19,19,0,125,137,12,12,10,10,10,130.66666666666666,3.704351795148811
train,event_00711_label_1.txt,711,1,21,14,0.6666666666666666,2,1,4,7,3,119,167,48,15,12,12,12,138.0,16.998599382077952
train,event_00712_label_1.txt,712,1,14,14,1.0,1,1,19,19,0,122,138,16,14,6,6,6,129.85714285714286,4.793703353017862
train,event_00713_label_1.txt,713,1,39,31,0.7948717948717948,2,2,18,19,1,112,147,35,36,36,28,36,130.69230769230768,10.803973262846396
train,event_00714_label_0.txt,714,0,3,3,1.0,1,1,0,0,0,128,140,12,3,2,2,2,132.33333333333334,5.436502143433363
train,event_00715_label_1.txt,715,1,70,55,0.7857142857142857,4,4,12,17,5,109,146,37,32,38,27,23,128.5,9.881801455200362
train,event_00716_label_0.txt,716,0,22,15,0.6818181818181818,3,2,17,19,2,109,141,32,15,5,5,4,123.4090909090909,9.20305824124435
train,event_00717_label_1.txt,717,1,42,13,0.30952380952380953,3,2,13,19,6,127,179,52,32,21,6,13,157.5952380952381,15.172122813159548
train,event_00718_label_1.txt,718,1,51,11,0.21568627450980393,3,1,12,19,7,77,130,53,33,12,11,12,104.74509803921569,15.676688247271903
train,event_00719_label_1.txt,719,1,2,2,1.0,1,1,4,4,0,127,128,1,2,2,2,2,127.5,0.5
train,event_00720_label_1.txt,720,1,23,19,0.8260869565217391,2,2,17,18,1,125,153,28,16,8,8,8,142.69565217391303,9.038250997643754
train,event_00721_label_0.txt,721,0,26,20,0.7692307692307693,10,10,0,9,9,125,164,39,6,17,17,4,139.46153846153845,13.162390387390094
train,event_00722_label_0.txt,722,0,16,16,1.0,3,3,0,2,2,120,142,22,8,4,4,4,130.125,6.650892797211514
train,event_00723_label_1.txt,723,1,22,22,1.0,2,2,4,5,1,124,146,22,12,6,6,2,135.22727272727272,6.801950376591984
train,event_00724_label_1.txt,724,1,11,5,0.45454545454545453,2,1,11,17,6,103,131,28,6,5,5,5,116.54545454545455,11.515709715338168
train,event_00725_label_1.txt,725,1,5,5,1.0,1,1,14,14,0,127,132,5,5,3,3,3,129.4,1.8547236990991407
train,event_00726_label_1.txt,726,1,9,9,1.0,2,2,2,3,1,124,131,7,8,8,8,8,127.66666666666667,2.211083193570267
train,event_00727_label_0.txt,727,0,45,31,0.6888888888888889,6,6,0,5,5,111,160,49,17,10,10,6,135.4,13.054416025919267
train,event_00728_label_0.txt,728,0,14,12,0.8571428571428571,4,3,12,15,3,118,131,13,6,14,12,6,124.5,4.031128874149275
train,event_00729_label_1.txt,729,1,4,3,0.75,1,1,19,19,0,119,143,24,4,1,1,1,132.5,9.604686356149273
